NAME	ending	population
Biharnagybajom	other	2822
Bihartorda	other	953
Bocskaikert	other	3432
Bojt	other	598
Darvas	other	554
Ebes	other	4723
Esztár	other	1427
Folyás	other	325
Furta	other	1174
Fülöp	other	1770
Gáborján	other	897
Görbeháza	háza	2434
Hajdúbagos	other	2103
Hajdúszovát	other	3141
Hencida	other	1253
Hortobágy	other	1499
Kismarja	other	1310
Kokad	other	685
Konyár	other	2233
Körösszakál	other	800
Körösszegapáti	apáti	1072
Magyarhomorog	other	898
Mezőpeterd	other	642
Mezősas	other	695
Mikepércs	other	4871
Monostorpályi	other	2188
Nagyhegyes	other	2786
Nagykereki	other	1394
Nyíracsád	other	3815
Nyírmártonfalva	falva	2045
Sáp	other	943
Sáránd	other	2382
Szentpéterszeg	szeg	1138
Szerep	other	1577
Tépe	other	1072
Tetétlen	other	1355
Tiszagyulaháza	háza	732
Told	other	399
Újiráz	other	559
Újléta	other	1118
Újszentmargita	other	1469
Újtikos	other	884
Váncsod	other	1219
Vekerd	other	119
Abasár	other	2467
Adács	other	2617
Aldebrő	other	695
Andornaktálya	other	2771
Apc	other	2463
Átány	other	1522
Atkár	other	1848
Balaton	other	1060
Bátor	other	361
Bekölce	other	652
Besenyőtelek	telek	2698
Boconád	other	1293
Bodony	other	731
Boldog	other	2980
Bükkszék	other	675
Bükkszenterzsébet	other	1012
Bükkszentmárton	márton	326
Csány	other	2148
Demjén	other	613
Detk	other	1170
Domoszló	other	1966
Dormánd	other	1010
Ecséd	other	3141
Egerbakta	other	1465
Egerbocs	other	545
Egercsehi	other	1348
Egerfarmos	other	692
Egerszalók	other	1930
Egerszólát	other	1098
Erdőkövesd	other	619
Erdőtelek	telek	3283
Erk	other	935
Fedémes	other	303
Feldebrő	other	995
Felsőtárkány	other	3592
Gyöngyöshalász	other	2605
Gyöngyösoroszi	other	1500
Gyöngyössolymos	other	2958
Gyöngyöstarján	other	2309
Halmajugra	other	1397
Heréd	other	1922
Hevesaranyos	other	600
Hevesvezekény	other	680
Hort	other	3601
Istenmezeje	other	1447
Ivád	other	389
Kápolna	other	1558
Karácsond	other	3006
Kerecsend	other	2453
Kerekharaszt	other	1007
Kisfüzes	other	135
Kisnána	other	1006
Kompolt	other	2038
Kömlő	other	1975
Ludas	other	759
Maklár	other	2423
Markaz	other	1726
Mátraballa	other	740
Mátraderecske	other	1852
Mátraszentimre	other	485
Mezőszemere	other	1149
Mezőtárkány	other	1601
Mikófalva	falva	703
Mónosbél	other	384
Nagyfüged	other	1753
Nagykökényes	other	590
Nagyréde	other	3281
Nagytálya	other	863
Nagyút	other	684
Nagyvisnyó	other	946
Noszvaj	other	1899
Novaj	other	1373
Ostoros	other	2724
Pálosvörösmart	other	632
Parádsasvár	vár	424
Pély	other	1480
Petőfibánya	other	2702
Poroszló	other	2865
Rózsaszentmárton	márton	1971
Sarud	other	1199
Sirok	other	1778
Szajla	other	595
Szarvaskő	other	361
Szentdomonkos	other	521
Szihalom	halom	1988
Szilvásvárad	other	1586
Szúcs	other	406
Szűcsi	other	1537
Tarnabod	other	756
Tarnalelesz	other	1725
Tarnaméra	other	1647
Tarnaörs	other	1812
Tarnaszentmária	other	236
Tarnaszentmiklós	miklós	847
Tarnazsadány	other	1302
Tenk	other	1197
Terpes	other	212
Tiszanána	other	2477
Tófalu	falu	574
Újlőrincfalva	falva	214
Vámosgyörk	other	2005
Váraszó	other	479
Vécs	other	642
Visonta	other	1245
Visznek	other	1072
Zagyvaszántó	tó	1905
Zaránk	other	439
Ácsteszér	other	677
Aka	other	250
Almásfüzitő	other	2111
Annavölgy	other	916
Ászár	other	1730
Baj	other	2860
Bajna	other	1972
Bajót	other	1627
Bakonybánk	other	453
Bakonysárkány	other	996
Bakonyszombathely	hely	1395
Bana	other	1632
Bársonyos	other	756
Bokod	other	2168
Császár	other	1866
Csatka	other	245
Csém	other	424
Csép	other	368
Csolnok	other	3258
Dad	other	1032
Dág	other	945
Dömös	other	1211
Dunaalmás	other	1587
Dunaszentmiklós	miklós	495
Epöl	other	641
Ete	other	621
Gyermely	other	1517
Héreg	other	1051
Kecskéd	other	2059
Kerékteleki	other	714
Kesztölc	other	2720
Kisigmánd	other	527
Kocs	other	2593
Kömlőd	other	1086
Környe	other	4670
Leányvár	vár	1851
Máriahalom	halom	674
Mocsa	other	2136
Mogyorósbánya	other	900
Nagysáp	other	1487
Naszály	other	2415
Neszmély	other	1349
Piliscsév	other	2494
Pilismarót	other	2114
Réde	other	1318
Sárisáp	other	2804
Súr	other	1223
Süttő	other	2069
Szákszend	other	1474
Szárliget	other	2494
Szomód	other	2182
Szomor	other	1113
Tardos	other	1659
Tarján	other	2647
Tárkány	other	1483
Tokodaltáró	other	3033
Úny	other	746
Várgesztes	other	618
Vérteskethely	hely	597
Vértessomló	other	1380
Vértesszőlős	szőlős	3286
Vértestolna	other	572
Alsópetény	other	580
Alsótold	other	239
Bánk	other	665
Bárna	other	1019
Becske	other	586
Bér	other	356
Bercel	other	1757
Berkenye	other	642
Bokor	other	114
Borsosberény	berény	930
Buják	other	2112
Cered	other	1072
Csécse	other	911
Cserháthaláp	other	369
Cserhátsurány	other	789
Cserhátszentiván	other	118
Csesztve	other	331
Csitár	other	424
Debercsény	other	82
Dejtár	other	1453
Diósjenő	other	2957
Dorogháza	háza	1033
Drégelypalánk	other	1461
Ecseg	other	1204
Egyházasdengeleg	other	450
Egyházasgerge	other	716
Endrefalva	falva	1241
Erdőkürt	other	530
Erdőtarcsa	other	533
Érsekvadkert	other	3649
Etes	other	1381
Felsőpetény	other	608
Felsőtold	other	121
Galgaguta	other	639
Garáb	other	50
Héhalom	halom	995
Herencsény	other	588
Hollókő	other	332
Hont	other	504
Horpács	other	169
Hugyag	other	858
Iliny	other	160
Ipolyszög	other	641
Ipolytarnóc	other	461
Ipolyvece	other	813
Jobbágyi	other	2054
Kálló	other	1592
Karancsalja	other	1516
Karancsberény	berény	832
Karancskeszi	other	1821
Karancslapujtő	other	2611
Karancsság	other	1312
Kazár	other	1764
Keszeg	szeg	708
Kétbodony	other	449
Kisbágyon	other	439
Kisbárkány	other	163
Kisecset	other	170
Kishartyán	other	567
Kozárd	other	164
Kutasó	other	111
Legénd	other	487
Litke	other	859
Lucfalva	falva	628
Ludányhalászi	other	1455
Magyargéc	other	872
Magyarnándor	other	1129
Márkháza	háza	256
Mátramindszent	other	798
Mátranovák	other	1708
Mátraszele	other	909
Mátraszőlős	szőlős	1527
Mátraterenye	other	1789
Mátraverebély	other	1930
Mihálygerge	other	537
Mohora	other	1006
Nagybárkány	other	666
Nagykeresztúr	túr	260
Nagylóc	other	1477
Nagyoroszi	other	2072
Nemti	other	719
Nézsa	other	1182
Nógrád	other	1564
Nógrádkövesd	other	660
Nógrádmarcal	other	487
Nógrádmegyer	other	1669
Nógrádsáp	other	887
Nógrádsipek	other	700
Nógrádszakál	other	665
Nőtincs	other	1150
Őrhalom	halom	1026
Ősagárd	other	344
Palotás	other	1603
Patak	other	889
Patvarc	other	742
Piliny	other	590
Pusztaberki	other	136
Rákóczibánya	other	639
Rimóc	other	1750
Romhány	other	2138
Ságújfalu	falu	1020
Sámsonháza	háza	288
Somoskőújfalu	falu	2227
Sóshartyán	other	939
Szalmatercs	other	460
Szanda	other	627
Szarvasgede	other	399
Szátok	other	599
Szécsénke	other	209
Szécsényfelfalu	falu	426
Szendehely	hely	1611
Szente	other	354
Szilaspogony	other	310
Szirák	other	1133
Szuha	other	531
Szurdokpüspöki	other	1899
Szügy	other	1473
Tar	other	1894
Terény	other	381
Tereske	other	689
Tolmács	other	756
Vanyarc	other	1239
Varsány	other	1628
Vizslás	other	1349
Zabar	other	513
Acsa	other	1372
Apaj	other	1212
Áporka	other	1259
Bénye	other	1271
Bernecebaráti	other	830
Budajenő	other	2035
Ceglédbercel	other	4373
Csemő	other	4587
Csévharaszt	other	2007
Csobánka	other	3453
Csomád	other	1631
Csörög	other	2148
Csővár	vár	642
Dánszentmiklós	miklós	2905
Dány	other	4434
Délegyháza	háza	4399
Domony	other	2187
Dunabogdány	other	3234
Ecser	other	3950
Erdőkertes	other	8402
Farmos	other	3541
Felsőpakony	other	3671
Galgagyörk	other	1014
Galgahévíz	other	2633
Galgamácsa	other	1923
Gomba	other	3030
Herceghalom	halom	2578
Hernád	other	4203
Hévízgyörk	other	3155
Iklad	other	2087
Inárcs	other	4700
Ipolydamásd	other	397
Ipolytölgyes	other	339
Jászkarajenő	other	2680
Kakucs	other	3094
Káva	other	670
Kemence	other	966
Kismaros	other	2314
Kisnémedi	other	741
Kisoroszi	other	988
Kocsér	other	1785
Kóka	other	4513
Kosd	other	2459
Kóspallag	other	727
Kőröstetétlen	other	798
Letkés	other	1183
Lórév	other	327
Majosháza	háza	1676
Makád	other	1214
Márianosztra	other	813
Mende	other	4151
Mikebuda	other	736
Monorierdő	other	4666
Nagybörzsöny	other	713
Nagytarcsa	other	4313
Nyáregyháza	háza	3792
Nyársapát	other	2104
Pánd	other	1995
Páty	other	7715
Penc	other	1523
Perbál	other	2115
Perőcsény	other	326
Péteri	other	2389
Pilisborosjenő	other	3822
Pilisjászfalu	falu	1734
Pilisszántó	tó	2606
Pilisszentiván	other	4486
Pilisszentkereszt	other	2167
Pilisszentlászló	other	1268
Pócsmegyer	other	2450
Pusztavacs	other	1360
Pusztazámor	other	1221
Püspökhatvan	other	1414
Püspökszilágy	other	722
Rád	other	1905
Remeteszőlős	szőlős	976
Sóskút	kút	3396
Szada	other	5230
Szentlőrinckáta	other	1918
Szentmártonkáta	other	5012
Szigetbecse	other	1384
Szigetcsép	other	2431
Szigetmonostor	other	2744
Szigetszentmárton	márton	2361
Szigetújfalu	falu	2179
Szokolya	other	1879
Sződ	other	2952
Sződliget	other	4605
Táborfalva	falva	3403
Tahitótfalu	falu	5944
Tápióbicske	other	3658
Tápiógyörgye	other	3520
Tápióság	other	2768
Tápiószőlős	szőlős	3046
Tatárszentgyörgy	györgy	2031
Telki	other	4119
Tésa	other	84
Tinnye	other	1758
Tóalmás	other	3584
Tök	other	1407
Törtel	other	4248
Újlengyel	other	1747
Újszilvás	other	2760
Úri	other	2582
Üröm	other	7618
Vácduka	other	1587
Vácegres	other	868
Váchartyán	other	1867
Váckisújfalu	falu	480
Vácrátót	other	1870
Vácszentlászló	other	2084
Vámosmikola	other	1533
Vasad	other	2042
Verőce	other	3817
Verseg	other	1344
Zebegény	other	1251
Zsámbok	other	2464
Ádánd	other	2151
Alsóbogát	other	265
Andocs	other	1100
Babócsa	other	1470
Bábonymegyer	other	816
Bakháza	háza	195
Balatonberény	berény	1191
Balatonendréd	other	1382
Balatonfenyves	other	2225
Balatonkeresztúr	túr	1620
Balatonmáriafürdő	other	771
Balatonőszöd	other	555
Balatonszabadi	other	3007
Balatonszemes	other	1851
Balatonszentgyörgy	györgy	1700
Balatonújlak	lak	485
Balatonvilágos	other	1445
Bálványos	other	601
Bárdudvarnok	other	1178
Baté	other	811
Bedegkér	other	413
Bélavár	vár	347
Beleg	other	637
Bodrog	other	409
Bolhás	other	429
Bolhó	other	743
Bonnya	other	258
Böhönye	other	2317
Bőszénfa	fa	502
Buzsák	other	1525
Büssü	other	417
Csákány	other	304
Cserénfa	fa	211
Csokonyavisonta	other	1539
Csoma	other	437
Csombárd	other	265
Csököly	other	1078
Csömend	other	294
Csurgónagymarton	other	172
Darány	other	931
Drávagárdony	other	162
Drávatamási	other	401
Ecseny	other	223
Edde	other	208
Felsőmocsolád	other	395
Fiad	other	144
Fonó	other	306
Főnyed	other	83
Gadács	other	95
Gadány	other	351
Gálosfa	fa	243
Gamás	other	771
Gige	other	396
Gölle	other	886
Görgeteg	other	1159
Gyékényes	other	1022
Gyugy	other	307
Hács	other	385
Hajmás	other	247
Háromfa	fa	733
Hedrehely	hely	427
Hencse	other	338
Heresznye	other	272
Hetes	other	1179
Hollád	other	264
Homokszentgyörgy	györgy	1091
Hosszúvíz	other	50
Iharos	other	495
Iharosberény	berény	1312
Inke	other	1242
Istvándi	other	603
Jákó	other	639
Juta	other	1195
Kálmáncsa	other	611
Kánya	other	438
Kapoly	other	658
Kaposfő	other	1567
Kaposgyarmat	other	92
Kaposhomok	other	471
Kaposkeresztúr	túr	357
Kaposmérő	other	2458
Kaposszerdahely	hely	1021
Kaposújlak	lak	736
Kára	other	73
Karád	other	1565
Kastélyosdombó	other	238
Kaszó	other	99
Kazsok	other	321
Kelevíz	other	353
Kercseliget	other	413
Kereki	other	533
Kéthely	hely	2322
Kisasszond	other	182
Kisbajom	other	424
Kisbárapáti	apáti	401
Kisberény	berény	193
Kisgyalán	other	224
Kiskorpád	other	924
Komlósd	other	176
Kőkút	kút	562
Kőröshegy	other	1455
Kötcse	other	537
Kutas	other	1483
Lábod	other	1886
Lad	other	596
Lakócsa	other	602
Látrány	other	1381
Libickozma	other	40
Lulla	other	218
Magyaratád	other	811
Magyaregres	other	619
Mernye	other	1348
Mesztegnyő	other	1304
Mezőcsokonya	other	1217
Mike	other	644
Miklósi	other	227
Mosdós	other	931
Nágocs	other	613
Nagyberény	berény	1359
Nagyberki	other	1482
Nagycsepely	other	398
Nagykorpád	other	579
Nagyszakácsi	other	477
Nemesdéd	other	806
Nemeskisfalud	other	132
Nemesvid	other	756
Nikla	other	795
Nyim	other	337
Orci	other	549
Ordacsehi	other	845
Osztopán	other	789
Öreglak	lak	1539
Őrtilos	other	484
Ötvöskónyi	other	948
Pálmajor	other	370
Pamuk	other	302
Patalom	other	332
Patca	other	56
Patosfa	fa	255
Péterhida	other	170
Pogányszentpéter	other	506
Polány	other	261
Porrog	other	220
Porrogszentkirály	other	289
Porrogszentpál	other	87
Potony	other	191
Pusztakovácsi	other	876
Pusztaszemes	other	393
Ráksi	other	456
Rinyabesenyő	other	205
Rinyakovácsi	other	182
Rinyaszentkirály	other	431
Rinyaújlak	lak	306
Rinyaújnép	other	51
Ságvár	vár	1894
Sántos	other	516
Sávoly	other	520
Segesd	other	2549
Sérsekszőlős	szőlős	147
Simonfa	fa	362
Siójut	other	645
Som	other	697
Somodor	other	403
Somogyacsa	other	181
Somogyaracs	other	182
Somogyaszaló	other	763
Somogybabod	other	486
Somogybükkösd	other	89
Somogycsicsó	other	161
Somogydöröcske	other	161
Somogyegres	other	205
Somogyfajsz	other	549
Somogygeszti	other	463
Somogyjád	other	1563
Somogymeggyes	other	490
Somogysámson	other	740
Somogysárd	other	1280
Somogysimonyi	other	103
Somogyszentpál	other	821
Somogyszil	other	725
Somogyszob	other	1546
Somogytúr	túr	470
Somogyudvarhely	hely	1042
Somogyvámos	other	794
Somogyvár	vár	1774
Somogyzsitfa	fa	562
Szabadi	other	292
Szabás	other	571
Szántód	other	677
Szegerdő	other	225
Szenna	other	763
Szenta	other	411
Szentbalázs	other	315
Szentborbás	other	131
Szentgáloskér	other	531
Szenyér	other	357
Szilvásszentmárton	márton	210
Szólád	other	575
Szorosad	other	102
Szőkedencs	other	279
Szőlősgyörök	other	1271
Szulok	other	609
Tapsony	other	711
Tarany	other	1179
Táska	other	401
Taszár	other	1975
Teleki	other	229
Tengőd	other	449
Tikos	other	138
Torvaj	other	264
Tótújfalu	falu	250
Törökkoppány	other	391
Újvárfalva	falva	277
Varászló	other	162
Várda	other	489
Vése	other	749
Visnye	other	253
Visz	other	206
Vízvár	vár	541
Vörs	other	511
Zákány	other	1122
Zákányfalu	falu	521
Zala	other	245
Zics	other	350
Zimány	other	555
Zselickisfalud	other	242
Zselickislak	lak	425
Zselicszentpál	other	412
Anarcs	other	2041
Apagy	other	2398
Aranyosapáti	apáti	2197
Balsa	other	789
Barabás	other	1226
Bátorliget	other	663
Benk	other	462
Beregdaróc	other	1040
Beregsurány	other	1184
Berkesz	other	801
Besenyőd	other	824
Beszterec	other	1040
Biri	other	1381
Botpalád	other	954
Bököny	other	3159
Buj	other	2269
Cégénydányád	other	655
Csaholc	other	766
Csaroda	other	644
Császló	other	414
Csegöld	other	695
Csengersima	other	811
Csengerújfalu	falu	1093
Darnó	other	185
Döge	other	2353
Encsencs	other	1970
Eperjeske	other	1233
Érpatak	other	1767
Fábiánháza	háza	1884
Fényeslitke	other	2550
Fülesd	other	511
Fülpösdaróc	other	347
Gacsály	other	1047
Garbolc	other	153
Géberjén	other	515
Gégény	other	1927
Gelénes	other	656
Gemzse	other	984
Geszteréd	other	1816
Gulács	other	1136
Győröcske	other	171
Győrtelek	telek	1722
Gyulaháza	háza	1997
Gyügye	other	306
Gyüre	other	1348
Hermánszeg	szeg	273
Hetefejércse	other	310
Ilk	other	1411
Jánd	other	827
Jánkmajtis	other	1835
Jármi	other	1291
Jéke	other	749
Kálmánháza	háza	1867
Kántorjánosi	other	2142
Kék	other	2015
Kékcse	other	1634
Kérsemjén	other	308
Kisar	other	1151
Kishódos	other	92
Kisléta	other	1824
Kisnamény	other	337
Kispalád	other	1296
Kisszekeres	other	569
Kisvarsány	other	1058
Kocsord	other	3070
Komlódtótfalu	falu	130
Komoró	other	1336
Kótaj	other	4586
Kömörő	other	637
Laskod	other	955
Lónya	other	1281
Lövőpetri	other	514
Magosliget	other	333
Magy	other	964
Mánd	other	315
Márokpapi	other	680
Mátyus	other	332
Méhtelek	telek	824
Mezőladány	other	1110
Milota	other	1035
Nábrád	other	935
Nagyar	other	702
Nagycserkesz	other	1777
Nagydobos	other	2297
Nagyhódos	other	152
Nagyszekeres	other	566
Nagyvarsány	other	1456
Napkor	other	3845
Nemesborzova	other	125
Nyírbogdány	other	2963
Nyírcsaholy	other	2339
Nyírcsászári	other	1289
Nyírderzs	other	632
Nyírgelse	other	1137
Nyírgyulaj	other	2051
Nyíribrony	other	1180
Nyírjákó	other	857
Nyírkarász	other	2348
Nyírkáta	other	2110
Nyírkércs	other	787
Nyírlövő	other	738
Nyírmeggyes	other	2775
Nyírmihálydi	other	2286
Nyírparasznya	other	997
Nyírpazony	other	3676
Nyírpilis	other	942
Nyírtass	other	2028
Nyírtét	other	1067
Nyírtura	other	1936
Nyírvasvári	other	2060
Ófehértó	tó	2615
Olcsva	other	764
Olcsvaapáti	apáti	325
Ópályi	other	3278
Ömböly	other	484
Őr	other	1560
Panyola	other	602
Pap	other	1945
Papos	other	862
Paszab	other	1310
Pátroha	other	3153
Pátyod	other	692
Penészlek	other	1057
Penyige	other	802
Petneháza	háza	1787
Piricse	other	1936
Pócspetri	other	1742
Pusztadobos	other	1592
Ramocsaháza	háza	1544
Rápolt	other	173
Rétközberencs	other	1186
Rohod	other	1281
Rozsály	other	790
Sényő	other	1441
Sonkád	other	878
Szabolcs	other	369
Szabolcsbáka	other	1196
Szabolcsveresmart	other	1558
Szakoly	other	2824
Szamosangyalos	other	974
Szamosbecs	other	414
Szamoskér	other	421
Szamossályi	other	747
Szamosszeg	szeg	1925
Szamostatárfalva	falva	325
Szamosújlak	lak	395
Szatmárcseke	other	1662
Székely	other	1090
Szorgalmatos	other	1077
Tákos	other	355
Terem	other	682
Tiborszállás	szállás	1011
Timár	other	1384
Tiszaadony	other	678
Tiszabercel	other	1877
Tiszabezdéd	other	1990
Tiszacsécse	other	262
Tiszadada	other	2240
Tiszaeszlár	other	2667
Tiszakanyár	other	1659
Tiszakerecseny	other	1059
Tiszakóród	other	862
Tiszamogyorós	other	725
Tiszanagyfalu	falu	1929
Tiszarád	other	619
Tiszaszalka	other	948
Tiszaszentmárton	márton	1231
Tiszatelek	telek	1409
Tiszavid	other	598
Tisztaberek	other	757
Tivadar	other	223
Tornyospálca	other	2954
Tunyogmatolcs	other	2571
Túristvándi	other	806
Túrricse	other	743
Újdombrád	other	706
Újkenéz	other	1039
Ura	other	638
Uszka	other	594
Vállaj	other	1289
Vámosatya	other	600
Vámosoroszi	other	568
Vasmegyer	other	1739
Zajta	other	469
Zsarolyán	other	442
Zsurk	other	756
Alattyán	other	2002
Berekfürdő	other	1281
Csataszög	other	325
Csépa	other	1707
Cserkeszőlő	other	2306
Hunyadfalva	falva	212
Jánoshida	other	2549
Jászágó	other	704
Jászalsószentgyörgy	györgy	3481
Jászboldogháza	háza	1688
Jászdózsa	other	2142
Jászfelsőszentgyörgy	györgy	1880
Jászivány	other	400
Jászjákóhalma	other	2928
Jászszentandrás	other	2413
Jásztelek	telek	1615
Kengyel	other	3558
Kétpó	other	656
Kőtelek	telek	1575
Kuncsorba	other	635
Mesterszállás	szállás	694
Mezőhék	other	328
Nagyiván	other	1150
Nagykörű	other	1641
Nagyrév	other	671
Örményes	other	1044
Pusztamonostor	other	1596
Rákócziújfalu	falu	2037
Szajol	other	3866
Szászberek	other	1005
Szelevény	other	1026
Tiszabő	other	2291
Tiszabura	other	3213
Tiszaderzs	other	1151
Tiszagyenda	other	1022
Tiszaigar	other	844
Tiszainoka	other	405
Tiszajenő	other	1556
Tiszakürt	other	1396
Tiszaörs	other	1366
Tiszapüspöki	other	2103
Tiszaroff	other	1652
Tiszasas	other	1070
Tiszasüly	other	1552
Tiszaszentimre	other	2092
Tiszaszőlős	szőlős	1556
Tiszatenyő	other	1689
Tiszavárkony	other	1540
Tomajmonostora	other	771
Tószeg	szeg	4527
Vezseny	other	684
Zagyvarékas	other	3709
Alsónána	other	720
Alsónyék	other	760
Aparhant	other	1017
Attala	other	794
Báta	other	1629
Bátaapáti	apáti	413
Belecska	other	358
Bikács	other	430
Bogyiszló	other	2194
Bonyhádvarasd	other	437
Bölcske	other	2780
Cikó	other	910
Csibrák	other	334
Csikóstőttős	other	846
Dalmand	other	1247
Diósberény	berény	356
Döbrököz	other	1958
Dunaszentgyörgy	györgy	2598
Dúzs	other	235
Értény	other	742
Fácánkert	other	715
Felsőnána	other	635
Felsőnyék	other	1060
Fürged	other	716
Gerjen	other	1231
Grábóc	other	173
Györe	other	662
Györköny	other	972
Gyulaj	other	961
Harc	other	864
Iregszemcse	other	2647
Izmény	other	506
Jágónak	other	246
Kajdacs	other	1189
Kakasd	other	1728
Kalaznó	other	146
Kapospula	other	851
Kaposszekcső	other	1500
Keszőhidegkút	kút	209
Kéty	other	702
Kisdorog	other	717
Kismányok	other	336
Kisszékely	other	316
Kistormás	other	342
Kisvejke	other	424
Kocsola	other	1268
Koppányszántó	tó	338
Kölesd	other	1517
Kurd	other	1173
Lápafő	other	160
Lengyel	other	546
Madocsa	other	1908
Magyarkeszi	other	1209
Medina	other	816
Miszla	other	281
Mórágy	other	764
Mőcsény	other	334
Mucsfa	fa	369
Mucsi	other	477
Murga	other	63
Nagykónyi	other	1089
Nagyszékely	other	428
Nagyszokoly	other	890
Nagyvejke	other	158
Nak	other	543
Németkér	other	1739
Ozora	other	1658
Őcsény	other	2455
Pálfa	fa	1521
Pári	other	679
Pörböly	other	563
Pusztahencse	other	1050
Regöly	other	1143
Sárpilis	other	708
Sárszentlőrinc	other	1071
Sióagárd	other	1289
Szakadát	other	241
Szakály	other	1320
Szakcs	other	852
Szálka	other	661
Szárazd	other	266
Szedres	other	2228
Tengelic	other	2232
Tevel	other	1396
Tolnanémedi	other	1022
Udvari	other	312
Újireg	other	295
Váralja	other	832
Várdomb	other	1190
Várong	other	164
Varsád	other	393
Závod	other	299
Zomba	other	2023
Acsád	other	665
Alsószölnök	other	354
Alsóújlak	lak	601
Andrásfa	fa	249
Apátistvánfalva	falva	399
Bajánsenye	other	497
Balogunyom	other	1166
Bejcgyertyános	other	425
Bérbaltavár	vár	547
Boba	other	842
Borgáta	other	166
Bozsok	other	354
Bozzai	other	302
Bő	other	696
Bögöt	other	391
Bögöte	other	313
Bucsu	other	579
Cák	other	272
Chernelházadamonya	other	205
Csákánydoroszló	other	1760
Csánig	other	343
Csehi	other	259
Csehimindszent	other	373
Csempeszkopács	other	322
Csénye	other	707
Csipkerek	other	324
Csönge	other	408
Csörötnek	other	862
Daraboshegy	other	97
Dozmat	other	255
Döbörhegy	other	125
Döröske	other	91
Duka	other	262
Egervölgy	other	340
Egyházashetye	other	323
Egyházashollós	other	553
Egyházasrádóc	other	1265
Felsőcsatár	other	475
Felsőjánosfa	fa	201
Felsőmarác	other	249
Felsőszölnök	other	572
Gasztony	other	422
Gencsapáti	apáti	2689
Gérce	other	1150
Gersekarát	other	674
Gór	other	293
Gyanógeregye	other	158
Gyöngyösfalu	falu	1098
Győrvár	vár	643
Halastó	tó	84
Halogy	other	294
